doc,tags,eng_doc,eng_tags
"상담 전화에서의 다양한 대화

산업안전보건법 관련 상담
상담 녹음 안내
공공 서비스 이용 비용 문의","산업안전보건법,상담 녹음 안내,공공 서비스 이용 비용 문의","Various conversations on the counseling phone

Consultation related to the Industrial Safety and Health Act
Counseling recording guidance
Inquiry about public service usage fees","Industrial Safety and Health Act, Counseling Recording Guidance, Inquiry about Public Service Usage Fees"
"친구와 저녁약속

강남역 맛집 추천
저녁 7시 예약
카페 추천","강남역 맛집,카페 추천","Dinner with friends

Recommendation for a restaurant near Gangnam Station
Reservation at 7pm
Cafe recommendation","Recommendation for a restaurant near Gangnam Station, Cafe recommendation"
"회사에서의 업무통화

재고 확인
발주 요청
납품 예정일 확인","재고,발주,납품","Business calls at the company

Check inventory
Order request
Confirm delivery date","Inventory, order, delivery"
"공공기관과의 업무통화

정보 요청
제출 기한 확인
접수 방법 안내","공공기관,정보요청,제출기한","Business communication with public institutions

Request for information
Confirm submission deadline
Instructions for submission","Public institution, information request, submission deadline"
"상담 전화에서의 다양한 대화

상담 내용 확인
상담 결과 안내
추가 상담 예약","보험,상담,예약","Various conversations on the counseling phone

Confirm counseling content
Inform counseling results
Reserve additional counseling","Insurance, counseling, reservation"
"세금 결제 방법 안내

신용카드 결제
세금계산서 발행
이메일로 발송","세금 결제,신용카드,세금계산서","Tax Payment Method Guide

Credit card payment
Tax invoice issuance
Send by email","Tax payment, credit card, tax invoice"
"수수료 결제 방법 안내

계좌이체
신용카드 결제
현금 입금","수수료 결제,계좌이체,신용카드","Payment Method Guide

Bank Transfer
Credit Card Payment
Cash Deposit","Payment of Fees, Bank Transfer, Credit Card"
"공공기관 직원과의 상담

신분증 발급
면허시험 예약
주민등록증 발급","신분증 발급,면허시험 예약,주민등록증 발급","Consultation with public institution employees

Issuance of ID card
Reservation of driver's license test
Issuance of resident registration card","Issuance of ID card, reservation of driver's license test, issuance of resident registration card"
"보건소 예약 및 상담

보건소 예약 및 상담","보건소 예약,보건소 상담","Health Center Reservation and Consultation

Health Center Reservation and Consultation","Health Center Reservation, Health Center Consultation"
"은행 대출 상담

대출 상담",대출 상담,"Bank loan consultation

Loan consultation",Loan consultation
"공공기관 상담

공공기관 상담","보건소 예약,보건소 상담","Public institution consultation

Public institution consultation","Health center reservation, health center consultation"
"헬스장 회원권 문의

회원권 문의",회원권 문의,"Inquiries about gym membership

Membership inquiries",Membership inquiries
"교통카드 분실신고

교통카드 분실신고",교통카드 분실신고,"Report Lost Transportation Card

Report Lost Transportation Card",Report Lost Transportation Card
"법률 상담

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","고객 보호조치,상담 녹음,진료 예약","Legal consultation

Request for customer protection measures
Counseling recording guidance
Reservation and inquiry for treatment","Customer protection measures, counseling recording, treatment reservation"
"법률 상담

법률 서비스 비용 문의
상담 녹음 안내","법률 서비스 비용,상담 녹음","Legal consultation

Inquiry about legal service fees
Guidance on recording consultation","Legal service fees, consultation recording"
"법률 상담

상담 녹음 안내
고객 보호조치 요청","상담 녹음,고객 보호조치","Legal consultation

Counseling recording instructions
Request for customer protection measures","Counseling recording, customer protection measures"
"예약

예약 확인
예약 변경","호텔 예약,예약 확인,예약 변경","Reservation

Reservation confirmation
Reservation change","Hotel reservation, reservation confirmation, reservation change"
"예약

호텔 예약
예약 확인
예약 변경","호텔 예약,예약 확인,예약 변경","Reservation

Hotel reservation
Reservation confirmation
Reservation change","Hotel reservation, reservation confirmation, reservation change"
"상담 전화에서의 다양한 대화

법률 상담
문서 작성 안내","법률 상담,문서 작성 안내","Various conversations on the counseling phone

Legal counseling
Document writing guidance","Legal counseling, document writing guidance"
"상담 전화에서의 다양한 대화

상담 내용은 비공개",비공개,"Various conversations on the counseling phone

The content of the consultation is confidential",Confidential
"상담 전화에서의 다양한 대화

상담 내용 확인
상담 결과 안내
고객 만족도 조사","보험 상담,상담 결과,고객 만족도","Various conversations on the counseling phone

Confirm counseling content
Counseling result guidance
Customer satisfaction survey","Insurance counseling, counseling results, customer satisfaction"
"친구와 여행 계획

여행 일정 조율
숙소 예약 방법
관광지 추천","여행 일정,숙소 예약,관광지 추천","Travel plans with friends

Adjusting travel schedule
How to book accommodation
Recommended tourist spots","Travel schedule, accommodation reservation, recommended tourist spots"
"상담 전화에서의 다양한 대화

상담 내용 1
상담 내용 2
상담 내용 3","법률상담,계약서 작성,손해배상","Various conversations on the counseling phone

Counseling Content 1
Counseling Content 2
Counseling Content 3","Legal counseling, contract writing, damages compensation"
"상담 전화에서의 다양한 대화

고객 문의 사항
상품 가격 문의
배송 문의","상품 문의,배송 문의,환불 문의","Various conversations on the consultation phone

Customer inquiries
Product price inquiries
Delivery inquiries","Product inquiries, delivery inquiries, refund inquiries"
"상담 전화에서의 다양한 대화

상담 내용 1
상담 내용 2
상담 내용 3","의료보험,진료비 지원,의료비 지원","Various conversations on counseling phone calls

Counseling Content 1
Counseling Content 2
Counseling Content 3","Medical insurance, medical treatment fee support, medical fee support"
"회사 상담

상담 내용 1","법률상담,상담료,계약서","Company consultation

Consultation content 1","Legal consultation, consultation fee, contract"
"가족 상담

가족 문제 상담","가족문제,갈등해결,심리상담","Family counseling

Family problem counseling","Family problems, conflict resolution, psychological counseling"
"광고 전화

신용카드 광고","신용카드,할부,혜택","Advertisement call

Credit card advertisement","Credit card, installment, benefits"
"회사에서의 회의

매출 보고서 작성
프로젝트 진행 상황 보고
다음 회의 일정 조율","매출 보고서,프로젝트 진행 상황,회의 일정","Meeting at the company

Writing a sales report
Reporting on the progress of the project
Adjusting the schedule of the next meeting","Sales report, progress of the project, meeting schedule"
"상담 전화에서의 다양한 대화

상담 녹음 안내
고객 문의 사항 상담
상품 안내","상담 녹음,고객 문의,상품 안내","Various conversations on the counseling phone

Counseling recording guidance
Customer inquiry counseling
Product information","Counseling recording, customer inquiries, product information"
"여행 계획 상의

여행 일정 조율
숙소 예약 상담
관광지 추천","여행 일정,숙소 예약,관광지 추천","Discussing travel plans

Adjusting travel schedule
Consulting accommodation reservations
Recommending tourist attractions","Travel schedule, accommodation reservation, tourist attraction recommendation"
